Timestamp,Fp1,Fp2,F3,F4,T5,T6,O1,O2,F7,F8,C3,C4,T3,T4,P3,P4
2.4375,-330950.299615,2125.919119,-1615325.166622,-13937.296145,-1493337.213199,-1870054.05069,-2265452.476198,-2546597.903561,-3511573.137232,-2469798.740125,-2475479.123053,-2441233.210711,-2428242.734461,-31300.846493,-2541670.148572,-2524011.555196
2.44140625,-330959.955568,2327.621261,-1615412.606646,-13878.823981,-1493344.723385,-1870056.196458,-2265624.137595,-2546598.976445,-3511570.455023,-2469809.468962,-2475488.779007,-2441234.283594,-2428389.719533,-31279.388819,-2541674.440107,-2524014.237406
2.4453125,-330937.961452,2542.198007,-1615476.97967,-13728.083817,-1493345.259827,-1870051.904923,-2265639.157967,-2546600.585771,-3511560.79907,-2469819.661357,-2475496.825635,-2441229.992059,-2428392.401742,-31014.922978,-2541686.77827,-2524012.091638
2.44921875,-330889.145242,2296.507632,-1615469.469484,-13769.38984,-1493346.332711,-1870055.123574,-2265535.088245,-2546601.658654,-3511562.408395,-2469809.468962,-2475488.779007,-2441229.992059,-2428281.358276,-31014.922978,-2541693.215572,-2524010.482312
2.453125,-330939.570777,1734.316556,-1615481.807647,-13922.812214,-1493351.697129,-1870067.998179,-2265579.076478,-2546597.367119,-3511562.944837,-2469792.302822,-2475471.612867,-2441226.773408,-2428311.935462,-31246.129423,-2541679.804525,-2524002.435684
2.45703125,-330983.55901,2108.216537,-1615529.550973,-13907.791842,-1493385.492967,-1870099.648249,-2265745.909899,-2546620.43412,-3511581.720302,-2469820.734241,-2475498.434961,-2441247.694641,-2428444.973045,-31290.654098,-2541701.2622,-2524024.966243
2.4609375,-330971.220848,2622.664287,-1615584.804485,-13760.80677,-1493383.883641,-1870092.138063,-2265793.116783,-2546615.069701,-3511565.627046,-2469826.635102,-2475503.262937,-2441236.965804,-2428477.695999,-30969.861861,-2541708.235944,-2524019.065382
2.46484375,-330919.722428,2488.017379,-1615568.174788,-13741.494863,-1493376.909897,-1870085.700761,-2265677.24534,-2546608.632399,-3511568.309256,-2469822.343567,-2475492.5341,-2441232.674269,-2428351.095718,-30602.399183,-2541693.752014,-2524013.700964
2.46875,-329792.658066,2099.633467,-1610954.774732,-13406.755138,-1487349.44908,-1864108.665479,-2261567.564197,-2540657.882769,-3505683.005534,-2463809.903122,-2469497.796237,-2435244.373708,-2423568.716475,-30095.99806,-2535705.451453,-2518064.560659
2.47265625,-327695.706808,1903.295744,-1601972.592112,-12520.016732,-1477148.470539,-1854068.619498,-2253799.349523,-2530621.055439,-3495860.75495,-2453649.694163,-2459493.155419,-2425225.785402,-2413550.128168,-28432.491831,-2525764.647217,-2508132.339493
2.4765625,-330922.404638,2600.670171,-1612589.849542,-13621.331885,-1492490.707933,-1869351.848287,-2263606.579734,-2545718.1389,-3510838.748317,-2468891.080486,-2474747.416347,-2440493.457376,-2424122.860923,-30789.617394,-2540945.952051,-2523293.259536
2.48046875,-331047.932034,2572.775194,-1613239.480643,-13700.188839,-1493401.049781,-1870214.446809,-2264214.904811,-2546618.288352,-3511675.061187,-2469807.859636,-2475604.65045,-2441346.399945,-2425337.36531,-30875.448093,-2541798.89462,-2524151.030082
2.484375,-331005.553127,2284.169469,-1613359.10718,-13841.27305,-1493377.982781,-1870169.922134,-2264281.423602,-2546598.976445,-3511630.00007,-2469779.964659,-2475544.568961,-2441299.19306,-2425908.139456,-31071.249374,-2541738.813131,-2524097.922337
2.48828125,-331002.334476,2285.778795,-1613599.433136,-13867.558702,-1493414.460828,-1870191.91625,-2264528.723303,-2546639.209585,-3511649.311978,-2469821.807125,-2475562.271543,-2441318.504968,-2426521.828952,-31227.890399,-2541747.932642,-2524111.333383
2.4921875,-330992.14208,2579.212496,-1613888.03886,-13716.282095,-1493416.070153,-1870174.75011,-2264742.763608,-2546640.282469,-3511629.463628,-2469841.119032,-2475560.662217,-2441298.120177,-2427005.163074,-31031.016234,-2541742.568224,-2524090.948593
2.49609375,-330944.935196,2588.86845,-1614109.052909,-13672.293862,-1493392.466711,-1870138.272064,-2264755.638213,-2546616.142585,-3511593.522023,-2469820.734241,-2475529.548589,-2441261.64213,-2427215.448286,-30861.500604,-2541717.355456,-2524053.397662
2.5,-330928.84194,2300.799167,-1614286.078726,-13819.278934,-1493361.353083,-1870106.085552,-2264777.632329,-2546582.883189,-3511562.944837,-2469775.136682,-2475480.195937,-2441228.919176,-2427387.646125,-31012.240769,-2541678.1952,-2524012.091638
