0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154591	0.000000
1.000000	-310116.506829	-3072.202572	-640107.111944	995763.778182	-765063.734658	-906805.086947	-882828.817705	-1083719.859567	-3747904.211033	-3203744.018524	-3210854.019028	-2939662.806948	-2924828.043560	-420091.917526	-3084694.157206	-2608122.957721	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154624	0.000000
2.000000	-310103.095782	-3388.703273	-640079.216967	995561.003156	-765084.655891	-906833.518366	-882732.258169	-1083745.608776	-3747925.132266	-3203739.726989	-3210850.800377	-2939677.827320	-2924621.513441	-420146.098154	-3084701.130951	-2608133.686558	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154660	0.000000
3.000000	-310151.911992	-3521.740856	-640132.861153	995410.262991	-765094.311845	-906850.684506	-882880.316124	-1083757.946939	-3747930.496684	-3203731.143919	-3210844.899517	-2939681.582413	-2924845.209699	-420347.263854	-3084690.402113	-2608127.785698	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154692	0.000000
4.000000	-310152.984876	-3346.860808	-640196.161294	995520.233574	-765108.259333	-906858.194692	-883047.149545	-1083774.576637	-3747929.423801	-3203742.945640	-3210855.091912	-2939676.217994	-2925105.384005	-420186.867736	-3084689.865671	-2608127.785698	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154725	0.000000
5.000000	-310116.506829	-3329.694668	-640179.531596	995579.242179	-765135.081427	-906875.897274	-882974.193451	-1083801.398730	-3747943.371289	-3203767.085524	-3210865.284308	-2939679.436645	-2924932.649724	-419640.769916	-3084688.256346	-2608147.634047	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154788	0.000000
6.000000	-310102.022898	-3314.674296	-640139.834897	995378.612921	-765125.425473	-906872.142180	-882848.666054	-1083794.424986	-3747932.106010	-3203735.971896	-3210830.952028	-2939660.124738	-2924670.329651	-419966.390129	-3084636.757927	-2608127.249256	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154820	0.000000
7.000000	-310185.171388	-3489.554344	-640185.968898	995191.931151	-765139.909403	-906894.136297	-882960.245962	-1083807.836033	-3747942.298405	-3203719.878640	-3210822.368958	-2939660.661180	-2924829.116443	-420368.185087	-3084616.909577	-2608121.348396	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154854	0.000000
8.000000	-310199.118876	-3248.691946	-640254.633457	995262.205036	-765140.445845	-906890.917646	-883145.854848	-1083812.664010	-3747932.106010	-3203718.269315	-3210818.613865	-2939648.859459	-2925126.841679	-420344.581645	-3084606.180740	-2608110.619558	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154886	0.000000
9.000000	-310130.990759	-3006.220222	-640256.242783	995289.027129	-765137.763636	-906881.261692	-883107.231034	-1083821.247080	-3747917.622080	-3203720.951524	-3210817.004540	-2939633.839087	-2925041.547423	-420055.975921	-3084606.180740	-2608106.864465	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.154970	0.000000
10.000000	-310084.856759	-3246.546179	-640210.108782	995159.744639	-765130.789892	-906880.188808	-882954.345102	-1083831.975917	-3747909.575452	-3203697.348082	-3210793.401097	-2939623.646691	-2924738.994210	-419996.430873	-3084592.769693	-2608100.427163	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.155016	0.000000
11.000000	-310133.672969	-3509.402693	-640241.758852	995211.779500	-765130.253450	-906890.381204	-883019.254568	-1083834.658126	-3747912.257661	-3203672.135314	-3210774.089190	-2939620.428040	-2924826.970676	-420199.742341	-3084572.384903	-2608087.016116	0.000000	0.000000	0.000000	193.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679429427.155053	0.000000
